일자	시가	고가	저가	종가	5	20	60	120	거래량	5	20	60	120	
20090128	146.05	154.04	145.84	151.33	149.29	151.73	195.26	203.20	515,440,000	672,197,800	867,182,350	578,421,067	539,675,225	
20090119	149.42	151.23	141.04	141.75	148.18	153.66	196.86	203.40	742,847,000	683,243,000	876,402,700	577,424,417	540,316,017	
20090112	152.76	154.80	144.44	148.03	150.65	155.60	198.53	203.68	701,252,000	746,610,000	874,920,700	573,491,167	536,178,217	
20090105	154.57	161.53	152.63	154.17	149.92	157.65	199.83	203.93	1,064,751,000	868,346,200	859,148,600	570,230,900	534,487,208	
20081229	144.55	151.15	141.10	151.15	145.95	159.54	201.33	204.10	336,699,000	841,433,600	825,027,900	561,996,050	529,388,875	
20081222	155.33	156.94	144.27	145.81	143.86	162.06	203.01	204.31	570,666,000	1,006,247,000	824,402,750	566,377,717	530,178,742	
20081215	149.09	156.12	148.07	154.10	140.85	164.80	204.83	204.56	1,059,682,000	1,079,315,000	818,245,000	567,358,783	528,954,792	
20081208	136.01	153.63	135.30	144.38	138.48	167.17	206.52	204.75	1,309,933,000	1,072,005,600	785,747,550	560,734,900	523,933,133	
20081201	140.26	141.64	130.09	134.33	139.29	170.16	208.25	204.98	930,188,000	1,072,491,000	743,747,400	549,478,483	516,338,375	
20081124	129.60	141.90	125.63	140.66	141.92	173.09	210.30	205.31	1,160,766,000	1,180,211,000	719,926,450	543,900,983	511,526,758	
20081117	140.35	144.50	118.91	130.76	138.45	176.06	212.18	205.53	936,006,000	1,118,876,600	687,834,750	531,910,400	505,025,300	
20081110	150.78	152.69	135.92	142.26	142.91	179.61	214.12		1,023,135,000	1,108,068,400	663,057,550	519,613,767		
20081103	147.60	159.56	135.95	148.44	146.86	183.23	215.81		1,312,360,000	1,049,446,400	630,404,850	510,162,717		
20081027	123.54	154.66	117.91	147.50	153.72	186.84	217.28		1,468,788,000	880,007,600	587,893,150	495,418,333		
20081020	155.23	160.74	121.14	123.27	162.34	190.60	218.80		854,094,000	710,443,400	538,556,800	478,320,150		
20081013	166.22	178.15	151.53	153.06	175.34	196.18	220.72		881,965,000	671,408,000	511,956,600	472,436,533		
20081006	178.58	178.68	153.42	162.05	182.71	200.40	221.95		730,025,000	634,984,400	490,211,800	465,734,533		
20080929	192.47	193.25	177.95	182.70	186.40	204.00	222.73		465,166,000	631,620,800	478,490,650	461,522,717		
20080922	190.40	194.19	187.03	190.60	187.65	207.04	223.53		620,967,000	615,749,600	477,727,000	462,353,883		
20080916	177.58	189.40	175.63	188.31	187.94	209.21	224.30		658,917,000	568,023,600	469,248,500	461,564,967		
20080908	184.94	190.72	183.63	189.90	190.58	211.70	225.14		699,847,000	501,079,400	456,644,500	462,258,083		
20080901	186.29	186.85	179.08	180.49	192.75	213.94	226.16		713,207,000	450,612,200	447,682,150	459,074,100		
20080825	193.12	194.00	187.99	188.96	196.94	216.28	227.32		385,810,000	389,917,400	436,342,950	458,401,217		
20080818	202.45	203.03	189.58	192.04	200.00	218.27	228.12		382,337,000	406,741,400	436,402,750	463,237,667		
20080811	203.87	204.52	198.96	201.50	200.16	220.01	228.60		324,196,000	421,027,800	446,722,650	465,551,833		
20080804	200.54	202.86	195.77	200.76	199.89	220.80	228.99		447,511,000	459,975,000	451,779,750	474,352,567		
20080728	205.62	205.82	196.77	201.43	200.08	221.25	229.39		409,733,000	458,565,200	451,980,600	480,417,883		
20080721	195.72	208.65	195.62	204.27	202.72	221.31	229.70		469,930,000	450,634,800	453,630,050	485,282,550		
20080714	199.63	202.22	190.02	192.86	205.98	221.62	229.94		453,769,000	449,074,000	450,457,750	489,779,383		
20080707	200.63	203.18	191.54	200.12	211.96	222.82	230.23		518,932,000	454,732,400	446,351,700	489,699,417		
20080630	214.33	215.63	201.25	201.74	218.89	223.50	230.34		440,462,000	415,364,000	439,586,550	489,551,733		
20080623	217.19	221.45	212.91	214.59	226.03	224.18	230.41		370,081,000	416,685,400	436,624,200	490,999,500		
20080616	225.06	226.82	219.56	220.57	229.94	224.30	230.20		462,126,000	441,789,600	427,067,550	490,204,750		
20080609	228.95	231.95	220.45	222.79	234.54	223.72	229.83		482,061,000	439,343,000	426,921,350	492,603,383		
20080602	236.91	237.67	232.33	234.76	236.78	223.34	229.40		322,090,000	433,210,200	429,078,300	493,390,183		
20080526	232.13	237.79	229.05	237.46	237.46	222.59	228.75		447,069,000	450,159,600	436,650,850	497,703,683		
20080519	244.05	245.17	232.10	234.14	236.88	221.94	227.99		495,602,000	464,865,800	435,721,300	498,808,217		
20080513	234.82	245.21	232.71	243.54	235.50	222.02	227.21		449,893,000	463,030,000	422,775,050	497,958,400		
20080506	238.16	240.56	233.17	233.98	232.55	221.91	226.27		451,397,000	450,452,600	414,039,550	498,486,500		
20080428	235.19	238.76	232.00	238.18	231.15	222.19	225.44		406,837,000	477,920,200	409,220,350	496,964,783		
20080421	230.24	234.65	228.56	234.56	226.96	222.36	224.54		520,600,000	481,620,400	411,436,350	497,091,017		
20080414	224.35	228.88	222.66	227.25	221.98	223.00	223.67		486,423,000	467,806,000	408,188,400	495,677,167		
20080407	227.25	229.66	222.38	228.80	217.06	223.73	223.06		387,006,000	459,065,800	409,209,850	493,358,167		
20080331	217.69	227.56	215.18	226.95	213.41	223.57	222.37		588,735,000	462,961,400	415,141,350	493,748,783		
20080324	210.76	217.75	209.55	217.22	211.39	224.43	221.67		425,338,000	419,544,000	414,237,600	490,123,167		
20080317	201.36	209.70	194.85	209.69	210.69	226.17	221.10		451,528,000	411,202,200	422,950,650	489,404,033		
20080310	206.70	214.09	200.01	202.63	211.83	228.43	220.56		442,722,000	397,139,600	431,850,750	487,165,333		
20080303	212.25	216.43	208.78	210.57	214.69	231.08	220.12		406,484,000	344,384,800	442,827,100	485,902,183		
20080225	215.62	221.29	215.52	216.85	214.39	232.97	219.60		371,648,000	354,928,400	454,230,300	487,434,617		
20080218	216.14	219.00	211.77	213.73	214.03	234.99	218.97		383,629,000	385,638,800	465,424,800	488,103,817		
20080211	210.41	216.20	207.11	215.38	215.26	236.99	218.50		381,215,000	403,621,200	468,309,900	485,226,933		
20080204	212.02	217.16	211.92	216.91	217.07	238.58	218.01		178,948,000	413,073,800	459,159,550	486,222,867		
20080128	211.76	212.64	200.84	209.08	220.84	239.90	217.46		459,202,000	424,619,600	473,015,750	491,217,417		
20080121	218.37	218.48	200.99	215.06	227.28	241.28	216.97		525,200,000	387,815,800	471,440,500	491,323,967		
20080114	224.30	225.86	213.50	219.87	232.18	242.47	216.47		473,541,000	353,778,400	467,325,350	489,723,550		
20080107	229.39	233.71	223.64	224.41	236.51	243.39	215.87		428,478,000	349,301,600	468,702,150	490,167,167		
20080102	240.47	240.65	230.41	235.77	241.10	243.53	215.18		236,677,000	354,734,200	471,270,500	491,201,533		
20071224	242.25	246.14	240.86	241.27	242.33	242.17	214.26		275,183,000	408,769,200	483,302,450	494,776,583		
20071217	238.51	240.45	229.96	239.60	239.19	241.64	213.23		355,013,000	454,859,800	495,295,100	498,231,767		
20071210	246.93	248.29	239.06	241.50	240.09	241.50	212.20		451,157,000	497,989,200	506,226,050	499,543,233		
20071203	241.95	251.89	239.64	247.38	242.23	241.35	211.13		455,641,000	527,677,600	518,693,400	500,929,383		
20071126	229.43	244.07	227.09	241.91	243.71	241.55	209.93		506,852,000	562,455,400	521,351,750	503,207,617		
20071119	245.42	245.42	222.51	225.54	246.45	241.96	208.82		505,636,000	593,534,800	529,650,850	498,865,267		
20071112	247.89	252.20	239.39	244.13	251.02	242.51	208.03		570,660,000	619,317,200	538,168,900	498,743,517		
20071105	255.05	263.91	249.27	252.21	253.65	241.37	206.88		599,599,000	624,292,800	535,695,250	496,781,700		
20071029	258.38	263.15	254.70	254.74	253.94	240.01	205.62		629,530,000	592,639,200	548,327,300	493,979,767		
20071022	239.85	255.65	236.86	255.65	252.43	238.50	204.30		662,249,000	506,374,800	557,422,300	490,550,800		
20071015	259.24	259.61	244.20	248.35	249.99	236.71	202.97		634,548,000	465,139,400	559,390,500	487,131,367		
20071008	256.78	261.84	253.56	257.31	247.63	235.23	201.72		595,538,000	423,769,200	564,650,100	483,198,267		
20071001	247.40	256.80	247.06	253.63	243.95	232.89	200.31		441,331,000	393,241,000	557,321,750	479,152,533		
20070927	246.59	247.73	245.52	247.20	240.88	230.54	198.88		198,208,000	405,190,200	560,758,750	478,140,200		
20070917	236.82	243.82	232.14	243.45	236.87	228.49			456,072,000	461,517,600	577,214,750			
20070910	233.93	237.40	228.41	236.54	229.90	226.39			427,697,000	465,766,400	570,530,950			
20070903	238.64	241.25	233.77	238.92	228.73	224.48			442,897,000	483,234,200	579,448,300			
20070827	231.37	238.54	225.31	238.28	228.32	222.40			501,077,000	509,381,200	583,766,900			
20070820	216.42	230.82	215.31	227.18	228.34	220.27			479,845,000	549,266,600	587,758,050			
20070813	232.19	234.82	207.09	208.57	233.19	218.50			477,316,000	555,059,200	589,432,850			
20070806	230.97	243.73	229.04	230.68	241.51	217.45			515,036,000	594,162,800	587,797,700			
20070730	237.31	244.34	228.41	236.91	242.68	215.26			573,632,000	626,355,000	586,124,850			
20070723	250.66	255.38	236.15	238.34	239.56	212.63			700,504,000	615,866,000	575,447,950			
20070716	250.38	251.45	243.71	251.45	236.88	209.91			508,808,000	646,213,200	561,143,300			
20070709	237.23	250.20	237.23	250.19	231.52	206.48			672,834,000	706,737,600	557,491,350			
20070702	220.88	237.03	220.13	236.52	225.44	203.48			675,997,000	712,493,400	541,213,800			
20070625	222.73	227.10	219.36	221.31	221.88	201.03			521,187,000	725,242,000	527,936,100			
20070618	226.27	229.79	223.61	224.95	219.73	199.20			852,240,000	710,798,800	520,436,650			
20070611	221.38	225.26	217.62	224.61	216.08	197.11			811,430,000	642,365,000	496,934,150			
20070604	221.04	223.25	218.36	219.80	212.37	194.76			701,613,000	585,544,600	472,222,950			
20070528	211.17	222.38	208.82	218.74	208.72	192.58			739,740,000	509,701,200	455,488,950			
20070521	205.44	211.87	205.41	210.54	204.63	190.61			448,971,000	482,962,000	443,423,450			
20070514	207.12	208.46	203.79	206.69	201.97	189.04			510,071,000	499,021,600	441,564,900			
20070507	202.45	207.81	202.42	206.06	199.80	187.98			527,328,000	513,187,400	426,612,150			
20070430	197.90	201.56	196.88	201.56	196.91	186.97			322,396,000	510,390,000	422,294,300			
20070423	198.82	201.23	197.17	198.28	194.12	186.09			606,044,000	534,833,400	430,105,550			
20070416	196.24	197.96	193.51	197.24	191.84	185.15			529,269,000	509,940,400	423,083,100			
20070409	192.40	196.82	192.34	195.85	189.28	184.55			580,900,000	476,105,400	418,078,400			
20070402	188.05	192.34	187.67	191.63	186.88	183.95			513,341,000	442,807,600	414,041,300			
20070326	187.41	188.58	185.01	187.60	185.11	183.52			444,613,000	427,293,200	412,901,250			
20070319	184.01	188.13	183.40	186.89	185.63	183.18			481,579,000	407,827,200	413,229,600			
20070312	184.70	186.42	181.54	184.42	185.77	182.79			360,094,000	393,600,000	413,275,350			
20070305	180.94	185.43	177.61	183.87	185.83	182.46			414,411,000	395,820,800	416,955,700			
20070226	189.69	190.24	180.27	182.78	185.69	182.13			435,769,000	389,376,600	422,951,450			
20070220	187.83	190.58	186.85	190.19	184.65	181.77			347,283,000	365,664,000	430,779,750			
20070212	183.22	187.71	181.36	187.57	181.86	181.03			410,443,000	369,594,000	425,731,150			
20070205	183.21	185.47	182.66	184.72	180.22	180.55			371,198,000	387,191,400	430,125,550			
20070129	178.32	183.23	175.65	183.20	179.09	180.07			382,190,000	395,311,800	434,213,200			
20070122	176.81	180.60	174.75	177.58	179.53	179.73			317,206,000	361,077,000	436,677,850			
20070115	180.55	180.66	175.62	176.23	181.21	179.64			366,933,000	385,830,000	442,007,150			
20070108	177.80	179.64	173.58	179.36	182.73	179.63			498,430,000	408,167,600	446,514,650			
20070102	186.02	186.15	177.33	179.10	182.76	179.31			411,800,000	401,600,600	441,521,250			
20061226	185.59	186.49	183.46	185.39	183.99	179.01			211,016,000	405,075,600	438,570,950			
20061218	184.55	187.07	184.31	185.98	183.70	178.13			440,971,000	462,904,000	447,049,700			
20061211	179.45	184.45	177.44	183.82	183.09				478,621,000	472,817,800				
20061204	184.83	185.64	178.94	179.49	182.48				465,595,000	467,329,600				
20061127	183.61	185.54	181.62	185.28	182.41				429,175,000	470,709,400				
20061120	183.13	184.48	181.34	183.91	180.92				500,158,000	471,614,600				
20061113	181.30	183.56	179.51	182.94	179.61				490,540,000	478,448,200				
20061106	178.51	181.42	176.37	180.78	178.11				451,180,000	498,807,200				
20061030	177.05	179.42	175.20	179.14	177.05				482,494,000	457,833,400				
20061023	177.66	179.24	176.51	177.85	176.83				433,701,000	461,000,800				
20061016	176.47	177.71	174.11	177.35	176.26				534,326,000	464,850,800				
20061009	176.22	177.43	169.57	175.42	176.09				592,335,000	444,282,200				
20061002	177.91	179.43	174.68	175.48	176.16				246,311,000	410,573,600				
20060925	175.04	178.95	173.88	178.05	176.27				498,331,000	452,728,000				
20060918	176.38	178.99	174.27	175.00	175.24				452,951,000	432,774,200				
20060911	176.06	176.53	171.71	176.51	174.87				431,483,000	412,742,800				
20060904	176.97	177.25	174.27	175.78	173.10				423,792,000	402,564,400				
20060828	172.98	176.71	172.27	175.99					457,083,000					
20060821	173.46	174.13	170.23	172.92					398,562,000					
20060814	168.11	173.87	167.12	173.17					352,794,000					
20060807	170.21	172.08	167.57	167.65					380,591,000					
