일자	시가	고가	저가	종가	5	20	60	120	거래량	5	20	60	120	
20180205	322.05	324.64	303.47	304.83	324.69	326.85	302.45	274.40	550,481,000	536,881,600	460,138,000	395,659,417	381,767,783	
20180129	337.28	339.27	326.30	327.01	329.52	327.29	301.71	273.92	537,749,000	503,449,200	455,776,900	391,471,167	380,361,142	
20180122	328.78	335.38	324.56	335.38	329.07	326.31	300.48	273.25	510,623,000	442,048,400	448,082,350	387,160,500	378,120,667	
20180115	328.57	331.88	326.21	329.52	326.23	324.93	299.09	272.43	491,051,000	424,679,000	440,745,700	383,391,083	375,558,483	
20180108	330.83	332.70	324.22	326.72	325.57	324.02	297.77	271.63	594,504,000	433,487,000	432,932,250	382,107,483	373,928,983	
20180102	325.73	329.52	324.30	328.97	325.17	323.10	296.53	270.92	383,319,000	429,081,400	419,925,350	379,530,650	372,104,333	
20171226	322.14	324.74	316.90	324.74	324.33	321.79	295.25	270.12	230,745,000	443,523,800	421,544,050	378,119,467	372,114,725	
20171218	327.09	329.43	319.55	321.21	326.47	321.22	294.12	269.32	423,776,000	489,124,400	432,533,250	379,438,200	373,493,625	
20171211	325.13	331.22	323.13	326.23	329.06	320.87	293.05	268.57	535,091,000	499,030,800	432,690,700	377,201,583	375,008,483	
20171204	326.31	330.17	322.39	324.68	331.01	320.65	291.86	267.75	572,476,000	492,303,400	425,671,250	373,710,467	374,120,725	
20171127	335.24	335.61	324.50	324.78	333.84	320.28	290.79	267.02	455,531,000	466,576,200	419,638,900	368,300,533	372,227,058	
20171120	334.43	337.05	332.26	335.44	334.73	319.57	289.67	266.31	458,748,000	459,393,400	416,387,550	365,742,167	371,534,683	
20171113	336.63	338.04	331.36	334.18	333.42	318.39	288.38	265.55	473,308,000	453,105,800	417,194,950	362,840,600	371,735,042	
20171106	338.66	339.01	334.53	335.96	332.05	317.19	287.01	264.81	501,454,000	435,492,600	417,582,950	357,300,133	371,888,617	
20171030	331.72	339.59	329.62	338.83	328.11	315.74	285.70	264.09	443,840,000	408,179,400	416,856,950	354,314,567	373,531,833	
20171023	330.24	330.55	326.62	329.23	323.69	314.26	284.33	263.33	419,617,000	408,012,800	415,109,700	351,767,017	375,199,567	
20171016	328.57	329.43	326.04	328.89	320.58	313.19	283.11	262.71	427,310,000	416,741,200	418,431,800	349,943,317	375,352,758	
20171010	321.29	328.44	320.57	327.35	316.29	312.10	281.94	262.09	385,242,000	408,050,800	419,960,850	347,303,850	374,995,308	
20170925	316.81	317.35	312.88	316.27	312.38	310.63	280.75	261.44	364,888,000	403,780,400	420,293,500	346,883,267	375,059,892	
20170918	314.31	320.40	314.17	316.71	311.36	309.73	279.69	260.90	443,007,000	397,759,200	422,834,800	346,529,083	375,916,683	
20170911	309.06	313.69	308.95	313.69	309.70	308.52	278.60	260.39	463,259,000	376,031,000	407,426,650	345,507,800	376,350,450	
20170904	302.52	308.10	302.41	307.43	307.51	307.20	277.54	259.94	383,858,000	366,517,800	403,839,600	342,742,617	375,852,867	
20170828	310.69	311.79	304.24	307.78	308.71	305.83	276.60	259.60	363,890,000	379,852,000	399,528,700	342,319,550	376,368,883	
20170821	309.09	312.16	307.56	311.21	309.98	304.30	275.53	259.21	334,782,000	392,459,000	396,114,000	341,504,583	376,507,317	
20170814	304.99	309.58	303.75	308.39	312.10	302.69	274.45	258.79	334,366,000	404,443,000	394,894,300	342,274,067	376,645,208	
20170807	314.34	315.75	301.32	302.72	313.89	301.31	273.30	258.44	415,693,000	427,935,600	394,142,150	344,290,467	377,340,225	
20170731	312.73	318.86	310.22	313.46	315.48	300.29	272.28	258.18	450,529,000	422,897,800	392,298,050	344,557,100	379,022,008	
20170724	321.74	322.16	313.72	314.13	315.14	298.71	271.20	257.80	426,925,000	427,771,200	389,694,200	343,688,117	380,190,058	
20170717	319.22	322.01	317.52	321.79	314.36	296.61	270.04	257.37	394,702,000	438,599,800	385,803,500	343,731,783	380,336,167	
20170710	311.65	318.40	310.72	317.35	311.36	294.01	268.71	256.82	451,829,000	457,046,200	383,758,450	344,836,783	380,212,042	
20170703	312.50	312.93	309.62	310.66	309.77	291.66	267.40	256.31	390,504,000	448,459,400	379,265,950	344,670,900	379,709,458	
20170626	310.53	313.79	310.13	311.76	309.20	289.57	266.23	255.88	474,896,000	467,570,400	376,768,750	345,767,633	380,165,708	
20170619	307.14	310.63	306.13	310.26	308.24	287.42	265.09	255.38	481,068,000	464,169,400	371,189,150	342,202,267	379,430,167	
20170612	307.74	310.05	305.04	306.79	305.81	285.35	264.00	254.93	486,934,000	446,334,800	361,329,250	344,844,000	378,706,225	
20170605	308.52	310.02	304.17	309.38	304.10	283.53	263.03	254.47	408,895,000	432,090,800	349,213,500	344,547,533	377,647,775	
20170529	307.98	309.32	302.99	307.83	300.72	281.39	262.02	253.97	486,059,000	377,280,600	343,781,100	344,866,267	375,138,525	
20170522	299.76	308.51	298.98	306.96	296.59	279.39	260.91	253.49	457,891,000	358,372,400	335,917,600	344,963,267	373,770,817	
20170515	298.54	301.65	295.66	298.08	291.21	277.20	259.84	253.02	391,895,000	326,322,200	328,168,550	346,621,583	373,120,517	
20170508	292.95	304.26	292.66	298.25	287.06	275.30	258.93	252.62	415,714,000	307,062,400	318,610,750	346,215,567	373,266,475	
20170502	288.60	292.47	288.39	292.47	283.21	273.47	258.04	252.22	134,844,000	285,997,200	310,836,750	345,631,550	372,621,442	
20170424	281.66	289.02	280.81	287.21	280.84	271.97	257.20	251.80	391,518,000	322,893,000	319,413,600	351,315,217	374,230,750	
20170417	278.06	280.89	275.75	280.05	279.86	270.66	256.41	251.45	297,640,000	320,351,600	314,797,000	351,736,433	373,575,092	
20170410	278.69	279.12	275.01	277.31	280.23	269.30	255.66	251.16	295,596,000	340,514,000	313,870,450	352,628,850	372,358,292	
20170403	281.51	282.35	277.63	279.01	279.22	268.05	254.96	250.93	310,388,000	351,217,000	313,313,550	354,527,150	371,470,442	
20170327	281.10	283.11	279.98	280.64	277.37	266.61	254.06	250.67	319,323,000	359,899,600	318,495,900	352,781,150	371,375,475	
20170320	281.08	284.40	280.00	282.31	275.32	265.18	253.27	250.39	378,811,000	368,430,800	324,524,450	354,893,883	371,327,333	
20170313	273.03	281.95	272.79	281.86	272.63	263.69	252.43	250.16	398,452,000	360,780,600	320,516,300	356,868,533	370,947,475	
20170306	269.07	273.21	268.36	272.29	269.99	262.42	251.55	249.92	349,111,000	353,751,000	316,087,150	359,251,333	371,025,425	
20170227	270.35	273.34	268.72	269.77	269.30	261.67	250.82	249.73	353,801,000	340,702,800	313,110,550	360,032,633	371,050,492	
20170220	269.41	273.18	268.57	270.38	269.44	260.94	250.22	249.55	361,979,000	318,866,400	311,701,700	361,292,333	370,891,408	
20170213	268.48	270.22	267.05	268.84	268.67	260.42	249.72	249.36	340,560,000	306,520,000	305,996,750	358,518,783	370,743,408	
20170206	270.65	271.08	265.76	268.66	268.48	259.85	249.33	249.21	363,304,000	304,165,800	304,070,200	357,025,767	371,011,242	
20170131	269.61	271.25	267.37	268.85	267.39	259.34	248.90	249.00	283,870,000	292,087,000	300,137,700	356,272,117	370,689,325	
20170123	266.77	271.21	265.53	270.48	265.62	258.48	248.43	248.75	244,619,000	275,460,800	292,988,200	356,868,483	371,204,967	
20170116	267.71	270.01	265.37	266.52	263.85	257.83	247.95	248.54	300,247,000	278,583,800	296,873,250	358,326,983	371,328,025	
20170109	263.83	269.95	262.83	267.91	263.06	257.32	247.66	248.40	328,789,000	279,810,600	296,410,250	359,323,233	371,104,158	
20170102	259.42	263.61	258.64	263.20	261.66	256.74	247.28	248.32	302,910,000	273,890,000	295,480,550	360,729,783	370,727,650	
20161226	261.83	262.85	258.62	260.01	259.59	256.52	246.94	248.32	200,739,000	269,129,800	293,782,150	361,121,300	370,723,092	
20161219	262.03	264.42	261.30	261.61	258.04	256.32	246.77	248.33	260,234,000	285,873,600	301,745,550	363,632,667	370,053,925	
20161212	261.59	262.91	259.82	262.56	255.76	255.86	246.57	248.33	306,381,000	316,633,800	305,915,700	366,541,033	370,503,858	
20161205	252.12	262.00	251.52	260.91	253.65	255.31	246.35	248.36	299,186,000	343,336,400	309,683,150	367,876,150	370,536,900	
20161128	252.46	255.23	250.87	252.88	251.98	254.76	246.13	248.38	279,109,000	343,228,800	309,591,250	369,251,117	370,755,467	
20161121	249.70	254.71	248.93	252.26	252.71	254.67	246.01	248.49	284,458,000	349,380,800	313,559,500	369,080,833	370,649,225	
20161114	251.59	252.36	248.71	250.21	253.71	254.23	245.76	248.57	414,035,000	350,405,000	315,086,200	367,725,883	371,489,942	
20161107	254.79	257.03	246.51	251.99	254.69	254.04	245.49	248.73	439,894,000	332,722,800	313,432,000	365,750,483	372,165,817	
20161031	255.60	256.66	251.72	252.57	256.30	253.41	245.31	248.82	298,648,000	294,320,000	314,204,800	364,678,017	371,429,758	
20161024	257.83	259.48	254.13	256.53	257.29	252.86	244.99	248.90	309,869,000	294,996,200	320,856,950	366,109,983	371,769,508	
20161017	255.90	259.67	253.71	257.26	257.65	252.48	244.51	248.90	289,579,000	289,953,200	325,283,000	367,549,050	371,375,967	
20161010	258.85	260.71	253.79	255.09	256.56	251.84	244.10	248.93	325,624,000	260,213,400	332,281,300	372,815,383	371,239,775	
20161004	259.51	261.68	256.67	260.06	257.00	251.17	243.63	248.96	247,880,000	259,552,600	339,050,200	374,530,983	370,960,975	
20160926	258.07	260.95	255.16	257.49	256.29	250.11	243.25	248.92	302,029,000	268,174,000	348,750,000	376,153,583	371,357,983	
20160919	251.51	259.99	251.38	258.37	256.04	249.26	242.96	248.93	284,654,000	269,807,200	356,463,950	377,327,200	371,343,025	
20160912	252.37	253.55	250.53	251.77	256.10	248.51	242.72	248.95	140,880,000	266,664,800	355,279,950	380,629,483	370,689,892	
20160905	257.85	262.10	256.21	257.31	256.98	248.18	242.61	249.02	322,320,000	310,490,200	380,214,550	386,477,100	371,954,508	
20160829	254.93	258.93	253.86	256.50	255.99	247.73	242.49	249.07	290,987,000	314,753,600	387,555,850	392,749,100	371,769,767	
20160822	258.54	258.65	255.02	256.23	254.99	247.33	242.33	249.12	310,195,000	332,902,200	394,407,450	398,632,117	371,795,158	
20160816	256.95	258.84	254.60	258.69	253.75	246.61	242.31	249.10	268,942,000	330,332,800	403,491,650	400,762,200	370,624,217	
20160808	253.34	257.88	252.51	256.17	252.21	245.79	242.24	249.07	360,007,000	348,239,200	417,914,050	402,686,767	370,300,633	
20160801	252.91	254.02	248.60	252.36	249.67	245.18	242.13	249.09	343,637,000	339,236,200	418,290,400	403,236,517	369,864,825	
20160725	250.40	253.37	249.69	251.48	248.50	244.79	242.12	249.16	381,730,000	346,699,000	420,142,200	405,304,283	369,236,900	
20160718	251.08	251.76	248.97	250.04	246.04	244.31	242.18	249.24	297,348,000	361,423,000	424,848,900	407,193,100	368,835,883	
20160711	245.64	251.72	245.44	251.02	244.36	243.80	242.35	249.32	358,474,000	388,291,600	430,821,050	408,963,117	369,139,617	
20160704	246.66	247.94	240.73	243.43	243.95	243.01	242.60	249.37	314,992,000	396,274,800	430,456,600	410,418,217	368,807,408	
20160627	236.79	247.57	236.68	246.52	244.14	242.60	242.90	249.43	380,951,000	419,185,400	435,181,700	411,510,050	368,764,392	
20160620	244.44	248.27	234.97	239.21	243.21	241.52	243.13	249.45	455,350,000	435,195,600	426,415,550	411,016,350	368,427,675	
20160613	246.74	246.96	240.52	241.63	243.11	241.23	243.59	249.60	431,691,000	432,500,800	425,952,400	410,389,983	367,107,625	
20160607	245.55	251.51	245.54	248.96	242.91	240.75	244.08	249.74	398,390,000	437,424,200	429,232,350	413,486,917	366,402,167	
20160530	241.94	244.94	240.36	244.39	241.78	239.74	244.40	249.79	429,545,000	409,941,000	436,383,850	416,692,000	365,543,733	
20160523	239.60	242.41	237.65	241.85	241.94	238.96	244.69	249.86	461,002,000	451,946,400	434,706,050	416,940,550	364,628,892	
20160516	240.01	241.81	238.14	238.74	243.23	238.55	244.94	249.94	441,876,000	453,575,200	433,125,100	415,587,300	363,964,842	
20160509	242.84	244.39	240.03	240.60	245.19	238.64	245.22	250.05	456,308,000	450,803,800	420,809,600	414,748,017	362,193,017	
20160502	244.86	244.90	242.23	243.31	245.43	238.87	245.52	250.16	260,974,000	457,918,000	410,543,150	414,563,783	360,856,408	
20160425	248.33	249.52	243.89	245.20	245.24	238.86	245.67	250.24	639,572,000	517,201,200	413,398,700	416,658,067	361,140,333	
20160418	246.70	249.56	246.32	248.32	244.95	238.61	245.85	250.30	469,146,000	462,793,600	397,402,700	412,568,450	358,668,875	
20160411	241.79	249.03	240.65	248.53	244.22	238.31	245.90	250.35	428,019,000	445,099,000	390,551,850	410,748,017	356,276,033	
20160404	242.38	243.27	239.57	241.77	242.90	238.33	245.93	250.48	491,879,000	454,668,000	387,152,000	405,410,783	354,636,850	
20160328	243.86	247.58	241.82	242.36	242.50	238.48	246.07	250.64	557,390,000	439,650,400	383,217,150	402,578,367	353,005,542	
20160321	245.44	246.18	243.20	243.79	241.07	238.50	246.20	250.77	367,534,000	398,409,400	371,667,700	399,619,450	351,050,758	
20160314	243.90	245.84	241.28	244.63	239.37	238.83	246.30	250.91	380,673,000	406,801,400	370,862,050	400,317,383	350,310,492	
20160307	240.47	242.62	237.21	241.97	235.44	239.06	246.39	251.12	475,864,000	371,792,400	373,565,200	399,611,333	349,742,775	
20160229	235.40	240.31	234.63	239.74	233.70	239.44	246.40	251.30	416,791,000	365,837,000	369,096,400	397,146,283	348,582,475	
20160222	234.58	236.91	233.78	235.22	232.17	239.82	246.50	251.50	351,185,000	381,936,800	367,341,050	395,413,750	347,702,742	
20160215	227.84	235.31	226.86	235.27	230.89	240.36	246.66	251.71	409,494,000	419,983,800	363,226,400	392,087,733	347,282,692	
20160211	227.77	228.35	223.37	224.98	229.59	240.45	246.91	251.99	205,628,000	417,282,800	352,909,750	388,413,733	346,488,042	
20160201	232.87	233.93	227.77	233.30	231.33	240.89	247.29	252.35	446,087,000	462,033,800	357,403,900	389,969,800	347,920,450	
20160125	229.98	232.10	226.16	232.10	232.75	241.28	247.51	252.66	497,290,000	411,929,600	353,876,850	387,760,783	347,355,217	
20160118	225.56	230.12	222.92	228.79	235.39	241.37	247.88	252.95	541,420,000	362,667,400	348,240,650	385,026,417	345,737,958	
20160111	230.77	234.26	228.01	228.78	238.23	241.32	248.29	253.22	395,989,000	318,000,400	340,980,300	382,799,517	343,593,733	
20160104	239.30	239.35	229.91	233.68	240.55	241.50	248.65	253.51	429,383,000	302,733,000	351,458,800	382,068,350	344,175,442	
20151228	245.38	245.51	238.90	240.38	242.24	241.17	248.89	253.75	195,566,000	283,282,200	351,417,650	380,490,483	341,814,167	
20151221	243.01	247.96	242.01	245.33	243.98	241.02	249.00	253.92	250,979,000	316,173,400	358,901,150	382,968,033	343,755,142	
20151214	237.55	245.69	236.94	243.00	243.87	240.74	249.09	254.00	318,085,000	348,614,000	364,974,500	384,996,717	344,646,942	
20151207	243.76	243.81	238.67	240.35	243.82	240.81	249.09	254.07	319,652,000	350,277,200	373,209,800	385,106,533	345,184,692	
20151130	248.30	249.08	241.64	242.15	245.80	241.04	249.08	254.10	332,129,000	356,631,000	381,814,050	385,541,450	346,581,642	
20151123	245.48	250.60	244.94	249.07	247.25	241.44	249.13	254.16	360,022,000	377,152,400	400,139,600	384,329,067	346,860,192	
20151116	239.41	245.50	238.84	244.80	247.32	241.33	249.15	254.11	413,182,000	382,445,600	414,336,900	382,885,083	347,861,067	
20151109	249.87	250.01	242.56	242.71	247.83	241.82	249.37	254.15	326,401,000	376,146,000	415,577,800	380,725,517	348,552,742	
20151102	249.86	253.22	249.33	250.25	248.49	242.41	249.70	254.19	351,421,000	364,644,200	418,478,550	380,324,883	349,245,967	
20151026	250.58	253.41	248.33	249.41	245.87	242.39	249.88	254.12	434,736,000	334,992,200	420,557,100	376,475,183	349,429,517	
20151019	247.49	251.32	246.44	249.41	242.75	242.50	250.09	254.07	386,488,000	307,147,200	422,205,450	374,466,683	348,854,642	
20151012	246.16	248.53	243.91	247.37	241.09	242.78	250.36	253.96	381,684,000	304,958,800	427,634,000	373,197,650	348,765,083	
20151005	238.45	246.02	237.61	246.02	238.36	243.43	250.64	253.92	268,892,000	305,535,200	428,727,250	372,259,817	348,763,300	
20150930	230.45	239.61	230.34	237.15	234.74	244.43	250.97	253.84	203,161,000	330,999,400	437,571,650	372,217,617	350,068,500	
20150921	238.06	239.11	232.66	233.79	233.78	245.64	251.39	253.91	295,511,000	411,479,000	446,438,700	375,254,000	351,531,625	
20150914	234.45	241.30	231.65	241.12	232.45	246.99	251.97	254.06	375,546,000	438,088,800	449,229,600	378,581,150	351,822,083	
20150907	227.53	237.18	226.13	233.74	231.69	248.25	252.34	254.23	384,566,000	432,026,800	451,340,700	378,181,500	352,153,692	
20150831	231.56	232.80	226.03	227.90	232.90	250.12	252.81	254.42	396,213,000	429,602,800	462,987,750	377,429,033	352,155,033	
20150824	225.16	232.55	217.52	232.35	236.18	252.14	253.29	254.68	605,559,000	446,918,400	472,711,850	375,202,883	351,307,008	
20150817	238.22	238.28	225.18	227.14	238.69	253.62	253.76	254.85	428,560,000	424,154,000	464,656,800	369,664,167	349,449,667	
20150810	239.54	241.92	234.75	237.32	243.31	255.10	254.28	255.09	345,236,000	478,170,000	462,219,150	367,390,967	348,516,475	
20150803	243.71	244.05	238.66	239.79	245.21	256.01	254.58	255.22	372,446,000	537,916,400	464,533,300	366,562,383	348,796,650	
20150727	243.58	247.36	241.87	244.30	248.19	256.96	254.90	255.30	482,791,000	551,027,200	468,173,700	365,358,850	349,335,083	
20150720	250.02	251.15	244.38	244.91	250.22	257.35	255.17	255.36	491,737,000	531,352,200	463,365,700	360,750,300	348,851,542	
20150713	247.00	253.15	246.64	250.23	251.21	257.90	255.42	255.43	698,640,000	511,603,200	458,488,600	357,431,917	348,473,758	
20150706	251.25	252.54	241.49	246.83	251.49	257.96	255.64	255.54	643,968,000	465,415,800	441,552,600	350,790,433	345,342,075	
20150629	250.61	256.12	250.20	254.66	253.12	258.14	255.91	255.61	438,000,000	435,634,000	414,743,450	344,958,200	343,170,208	
20150622	251.60	255.42	250.45	254.48	254.26	257.90	255.90	255.66	384,416,000	428,743,800	408,940,150	340,486,233	342,438,192	
20150615	250.14	251.41	246.42	249.84	256.57	257.68	255.91	255.74	392,992,000	441,016,600	408,712,100	337,914,500	342,176,483	
20150608	254.87	255.68	250.84	251.66	258.87	257.68	256.04	255.89	467,703,000	438,518,600	409,533,000	336,493,133	341,352,258	
20150601	259.84	260.00	253.51	254.94	260.70	257.61	256.21	256.02	495,059,000	415,243,800	403,063,350	333,169,517	340,614,417	
20150526	265.96	266.16	259.47	260.39	263.00	256.98	256.30	256.08	403,549,000	399,785,600	394,708,450	330,478,667	338,838,183	
20150518	261.28	266.03	260.45	266.03	265.13	256.26	256.28	256.05	445,780,000	442,577,200	390,172,950	329,316,117	338,549,917	
20150511	263.45	265.51	260.52	261.33	265.58	255.20	256.14	255.98	380,502,000	471,560,200	375,465,150	327,196,600	338,341,492	
20150504	267.57	268.56	260.10	260.81	265.70	254.64	255.96	255.94	351,329,000	484,351,400	365,892,750	326,018,733	338,904,317	
20150427	272.16	272.29	265.85	266.42	264.89	253.99	255.77	255.95	417,768,000	490,047,000	363,275,900	325,839,000	340,585,883	
20150420	266.14	275.11	266.14	271.05	262.71	252.99	255.61	255.92	617,507,000	484,797,200	358,064,800	323,825,267	340,783,708	
20150413	262.62	268.81	262.11	268.28	260.24	252.15	255.40	255.88	590,695,000	450,346,600	343,850,850	319,317,417	338,512,950	
20150406	257.20	262.20	256.34	261.95	257.02	251.42	255.19	255.84	444,458,000	409,533,800	334,706,400	314,395,467	335,806,583	
20150330	256.45	258.43	254.70	256.75	255.83	250.82	255.03	255.84	379,807,000	399,481,200	330,089,450	312,317,233	335,649,925	
20150323	259.48	259.88	255.10	255.54	254.77	250.39	254.93	255.91	391,519,000	395,503,800	327,834,650	312,342,383	336,237,183	
20150316	252.13	260.68	251.56	258.70	253.73	249.99	254.88	255.93	445,254,000	338,757,000	325,469,650	309,638,017	335,552,925	
20150309	254.81	254.94	250.09	252.18	251.95	249.57	254.79	255.90	386,631,000	314,093,000	321,841,950	307,149,033	334,744,475	
20150302	253.13	256.15	252.39	255.96	251.54	249.11	254.81	255.89	394,195,000	312,737,800	318,744,100	305,622,600	333,810,675	
20150223	252.13	253.22	250.56	251.46	250.33	248.30	254.75	255.79	359,920,000	315,780,800	316,321,700	304,769,300	333,649,000	
20150216	250.17	250.67	248.92	250.37	250.10	247.98	254.80	255.76	107,785,000	311,458,800	311,295,000	301,804,050	333,623,883	
20150209	249.05	250.42	246.32	249.76	248.47	247.97	255.02	255.77	321,934,000	355,494,000	319,574,900	303,862,917	335,542,025	
20150202	249.83	253.07	248.68	250.16	247.73	248.40	255.21	255.75	379,855,000	353,675,000	317,658,600	303,432,717	335,906,408	
20150126	248.92	252.50	248.42	249.88	246.65	249.00	255.34	255.79	409,410,000	308,028,800	313,784,000	302,482,067	335,765,717	
20150119	244.06	251.80	243.69	250.32	246.69	249.58	255.52	255.81	338,310,000	263,957,600	299,335,450	300,303,600	335,384,458	
20150112	245.16	247.46	241.77	242.22	246.21	250.17	255.84	255.91	327,961,000	256,094,000	298,131,250	299,874,217	334,644,642	
20150105	243.83	247.11	239.09	246.05	247.06	251.33	256.20	256.07	312,839,000	253,211,000	297,250,500	300,018,667	335,539,608	
20141229	248.25	248.45	243.25	244.79	248.70	252.24	256.50	256.22	151,624,000	257,288,800	297,879,250	299,991,733	336,472,567	
20141222	248.93	251.12	247.67	250.05	250.48	253.29	256.77	256.39	189,054,000	308,525,200	303,616,050	302,477,650	338,708,083	
20141215	243.93	248.14	241.89	247.96	250.45	253.89	257.08	256.42	298,992,000	341,138,200	313,430,550	304,562,350	340,257,967	
20141208	254.49	254.68	245.48	246.44	250.49	254.92	257.40	256.44	313,546,000	348,282,000	323,237,950	305,871,100	340,857,108	
20141201	252.09	254.58	250.12	254.24	250.68	255.77	257.82	256.50	333,228,000	354,416,600	325,139,000	306,949,650	341,069,483	
20141124	252.52	254.57	250.87	253.70	249.92	256.14	258.02	256.54	407,806,000	362,311,000	325,448,500	306,449,500	340,697,667	
20141117	247.73	251.71	246.97	249.90	247.77	256.29	258.15	256.58	352,119,000	345,684,600	318,190,400	304,387,950	341,241,325	
20141110	249.16	252.20	247.33	248.18	245.75	256.83	258.37	256.54	334,711,000	344,410,200	314,246,250	306,282,533	341,670,908	
20141103	249.79	250.01	245.17	247.39	245.13	257.36	258.61	256.49	344,219,000	329,345,200	312,119,100	303,137,850	341,732,050	
20141027	244.02	250.73	242.93	250.45	245.66	257.76	258.83	256.43	372,700,000	315,178,000	309,684,200	304,542,250	341,792,825	
20141020	242.36	245.02	240.91	242.91	247.24	258.17	258.91	256.33	324,674,000	297,359,600	306,060,900	304,297,167	341,330,692	
20141013	241.95	246.07	239.43	239.84	251.12	259.05	259.06	256.35	345,747,000	292,897,400	300,141,100	305,262,850	341,427,442	
20141006	251.59	251.66	243.85	245.06	255.43	260.06	259.12	256.39	259,386,000	247,835,800	297,485,450	307,621,833	341,078,383	
20140929	258.95	259.12	249.22	250.06	258.84	260.98	259.19	256.38	273,383,000	258,803,800	299,523,700	309,391,317	341,616,408	
20140922	262.06	262.10	256.25	258.33	261.91	261.62	259.07	256.36	283,608,000	266,196,400	300,556,250	312,837,050	342,234,825	
20140915	260.92	264.30	259.60	262.31	263.09	261.42	258.92	256.23	302,363,000	274,557,600	294,859,950	316,379,967	342,203,700	
20140911	261.72	262.45	259.80	261.39	263.81	261.06	258.68	256.07	120,439,000	267,357,000	291,247,400	318,167,050	341,879,817	
20140901	265.28	265.93	260.87	262.09	263.93	260.86	258.36	255.91	314,226,000	320,338,000	300,610,950	322,383,850	343,770,992	
20140825	262.89	268.13	262.19	265.41	265.23	260.83	258.04	255.69	310,346,000	356,520,800	298,313,950	323,242,600	345,097,167	
20140818	267.03	268.28	262.14	264.26	264.84	260.59	257.57	255.59	325,414,000	364,765,000	299,477,050	324,332,517	345,276,783	
20140811	264.59	267.37	262.99	265.88	264.32	260.35	257.20	255.59	266,360,000	367,565,800	299,896,150	325,266,783	345,164,267	
20140804	269.66	270.09	261.53	262.02	262.49	259.93	256.71	255.57	385,344,000	366,822,600	302,508,600	327,919,383	345,746,692	
20140728	263.77	272.83	263.74	268.56	262.21	259.36	256.43	255.57	495,140,000	344,401,000	298,732,900	327,809,250	345,129,292	
20140721	262.88	263.84	261.26	263.47	260.25	258.38	256.15	255.56	351,567,000	303,806,600	291,003,150	325,063,017	343,476,758	
20140714	258.11	262.65	257.27	261.66	258.62	258.08	256.11	255.61	339,418,000	292,597,400	288,272,000	326,125,883	344,025,250	
20140707	260.18	260.76	256.23	256.72	258.04	257.92	256.04	255.65	262,644,000	284,760,600	288,652,900	326,881,033	344,474,817	
20140630	259.81	262.23	258.49	260.63	258.81	257.84	256.08	255.75	273,236,000	273,487,400	290,289,600	327,411,133	345,772,383	
20140623	256.43	260.46	256.00	258.78	258.67	257.45	255.95	255.81	292,168,000	277,367,000	292,616,000	329,235,167	347,450,917	
20140616	258.16	260.74	255.03	255.31	259.60	257.03	255.90	255.87	295,521,000	278,963,600	297,073,400	329,641,983	348,645,750	
20140609	261.97	263.19	257.89	258.75	261.13	256.91	255.86	255.97	300,234,000	278,666,200	293,760,200	331,030,917	349,559,675	
20140602	260.49	262.32	259.31	260.56	260.24	256.62	255.70	256.02	206,278,000	252,555,800	293,544,250	333,311,317	351,043,075	
20140526	263.14	263.98	259.31	259.94	259.14	256.26	255.55	256.07	292,634,000	257,322,600	297,982,600	336,952,783	354,059,892	
20140519	262.88	264.50	261.25	263.42	258.64	255.89	255.43	256.08	300,151,000	260,337,800	300,500,750	339,515,600	357,754,192	
20140512	254.23	263.17	253.44	262.97	258.26	255.44	255.43	256.04	294,034,000	253,964,800	294,593,450	339,893,717	360,304,033	
20140507	255.83	255.88	251.72	254.31	257.77	255.46	255.31	256.00	169,682,000	261,879,600	291,457,600	341,382,217	360,392,900	
20140428	256.95	257.97	254.28	255.07	258.80	255.81	255.41	256.02	230,112,000	294,702,400	297,779,600	344,390,150	363,610,483	
20140421	261.77	262.87	257.42	257.42	259.28	255.96	255.57	255.94	307,710,000	312,401,800	302,414,800	346,438,467	365,738,967	
20140414	260.02	262.29	258.63	261.52	257.93	256.12	255.75	255.80	268,286,000	312,825,800	300,964,400	346,211,383	366,763,158	
20140407	259.03	262.57	258.15	260.53	255.43	256.52	255.84	255.60	333,608,000	327,277,600	303,177,450	348,059,317	366,716,317	
20140331	258.54	261.49	256.30	259.47	254.79	256.69	255.86	255.47	333,796,000	319,944,800	303,328,450	347,197,700	367,824,608	
20140324	250.89	258.07	250.87	257.44	254.58	256.93	255.82	255.30	318,609,000	322,592,800	302,199,800	347,783,717	369,231,825	
20140317	249.12	252.99	248.68	250.68	254.14	257.08	255.82	255.20	309,830,000	317,946,600	301,308,300	349,486,383	370,738,100	
20140310	256.19	256.23	248.20	249.02	254.55	257.98	255.91	255.20	340,545,000	319,933,400	301,523,600	351,789,900	373,221,633	
20140303	256.55	258.76	254.52	257.35	254.85	258.90	256.13	255.05	296,944,000	328,087,600	303,372,200	355,332,767	374,689,833	
20140224	255.25	258.74	253.21	258.41	253.95	259.60	256.23	254.90	347,036,000	314,550,200	307,437,950	357,742,150	376,356,067	
20140217	254.33	255.22	250.65	255.22	252.85	260.00	256.35	254.77	295,378,000	304,326,000	305,247,100	357,708,483	378,245,642	
20140210	251.20	253.83	249.39	252.74	252.50	260.32	256.50	254.75	319,764,000	304,259,400	304,683,850	357,217,700	380,801,775	
